发送方式,帧格式,帧类型,帧ID,帧数据(hex),帧ID方式,帧数据方式,每次帧数,发送次数,时间间隔
0,数据帧,标准帧,0x00000181,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000183,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000185,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000188,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000191,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000193,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000195,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001A3,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001B1,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001B2,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001B3,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001C3,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001C5,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001D5,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001E3,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001E9,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x000001F3,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000263,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000264,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
0,数据帧,标准帧,0x00000273,FF FF FF FF FF FF FF FF ,0,0,1,1,50,,
