发送方式,帧格式,帧类型,帧ID,帧数据(hex),帧ID方式,帧数据方式,每次帧数,发送次数,时间间隔
0,数据帧,标准帧,0x0000021D,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000021E,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000022A,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000022B,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000022C,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000022D,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000022E,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000023A,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000023B,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000024B,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000024D,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000024E,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000024F,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000025A,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000025C,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000025D,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000025E,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000025F,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000026A,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000028B,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x0000028C,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x000002BB,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x000002BC,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x000002BE,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x000002AB,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x000002AC,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
0,数据帧,标准帧,0x000002AD,00 01 02 03 04 05 06 07 ,0,0,1,1,200,,
